PANGO	REPO	MILESTONE	ISSUE	LABELS	STATE	REASON	UNALIASED
GE.1.2	sars-cov-2-variants/lineage-proposals	70	172	Reversions	CLOSED	NOT_PLANNED	XBB.2.3.10.1.2
GE.1.2.1	sars-cov-2-variants/lineage-proposals	368	1103	Deletions/Truncations/Frameshifted, Reversions, designated, S:376	CLOSED	COMPLETED	XBB.2.3.10.1.2.1
GE.1.2.2	sars-cov-2-variants/lineage-proposals	433	1340	S:478, Deletions/Truncations/Frameshifted, designated, S:521, S:253, S:148, S:408, S:246	CLOSED	COMPLETED	XBB.2.3.10.1.2.2
GE.1.3	sars-cov-2-variants/lineage-proposals	76	102	New mutations, designated	CLOSED	COMPLETED	XBB.2.3.10.1.3
GS.1	cov-lineages/pango-designation	780	2023	designated	CLOSED	COMPLETED	XBB.2.3.11.1
GS.2	sars-cov-2-variants/lineage-proposals	72	93	New mutations, Apparently slow, designated	CLOSED	NOT_PLANNED	XBB.2.3.11.2
GS.3	sars-cov-2-variants/lineage-proposals	73	669	S:478, designated	CLOSED	COMPLETED	XBB.2.3.11.3
GS.4	sars-cov-2-variants/lineage-proposals	83	668	S:478, Mutations outside spike, designated	CLOSED	COMPLETED	XBB.2.3.11.4
GS.4.1	sars-cov-2-variants/lineage-proposals	83	668	S:478, Mutations outside spike, designated	CLOSED	COMPLETED	XBB.2.3.11.4.1
GS.5	sars-cov-2-variants/lineage-proposals	131	768	New mutations, designated, S:521	CLOSED	COMPLETED	XBB.2.3.11.5
XBB.2.3.12	sars-cov-2-variants/lineage-proposals	311	58	To be proposed, Convergent evolution, designated	CLOSED	COMPLETED	XBB.2.3.12
JA.1	sars-cov-2-variants/lineage-proposals	66	240	S:456, designated	CLOSED	COMPLETED	XBB.2.3.13.1
XBB.2.3.15	sars-cov-2-variants/lineage-proposals	162	722	To be proposed, S:521, S:323	CLOSED	COMPLETED	XBB.2.3.15
JS.2	sars-cov-2-variants/lineage-proposals	162	722	To be proposed, S:521, S:323	CLOSED	COMPLETED	XBB.2.3.15.2
XBB.2.3.18	sars-cov-2-variants/lineage-proposals	173	738	S:456, Emerged in an undersampled area, designated, S:450, partially designated	CLOSED	COMPLETED	XBB.2.3.18
JY.1	sars-cov-2-variants/lineage-proposals	188	731	S:478, Emerged in an undersampled area, Reversions, designated, S:654, PLPro	CLOSED	COMPLETED	XBB.2.3.19.1
XBB.2.3.2	cov-lineages/pango-designation	704	1776	designated, XBB	CLOSED	COMPLETED	XBB.2.3.2
HH.1.1	sars-cov-2-variants/lineage-proposals	333	183	New mutations, designated	CLOSED	COMPLETED	XBB.2.3.2.1.1
HH.2.1	sars-cov-2-variants/lineage-proposals	187	236	To be proposed, Multiple lineages, designated	CLOSED	COMPLETED	XBB.2.3.2.2.1
HH.5	sars-cov-2-variants/lineage-proposals	218	438	New mutations, designated	CLOSED	COMPLETED	XBB.2.3.2.5
HH.6	sars-cov-2-variants/lineage-proposals	187	236	To be proposed, Multiple lineages, designated	CLOSED	COMPLETED	XBB.2.3.2.6
HH.8.1	sars-cov-2-variants/lineage-proposals	187	236	To be proposed, Multiple lineages, designated	CLOSED	COMPLETED	XBB.2.3.2.8.1
XBB.2.3.20	sars-cov-2-variants/lineage-proposals	196	328	Truncated Orf(3-10), High local prevalence, Apparently slow, designated, Broadened	CLOSED	NOT_PLANNED	XBB.2.3.20
XBB.2.3.21	sars-cov-2-variants/lineage-proposals	324	281	designated, S:883	CLOSED	COMPLETED	XBB.2.3.21
XBB.2.3.3	cov-lineages/pango-designation	717	1810	designated, XBB	CLOSED	COMPLETED	XBB.2.3.3
GJ.1	cov-lineages/pango-designation	769	2005	designated	CLOSED	COMPLETED	XBB.2.3.3.1
GJ.1.1	sars-cov-2-variants/lineage-proposals	12	109	New mutations, designated	CLOSED	COMPLETED	XBB.2.3.3.1.1
GJ.1.2	cov-lineages/pango-designation	788	2059	designated	CLOSED	COMPLETED	XBB.2.3.3.1.2
GJ.1.2	sars-cov-2-variants/lineage-proposals	326	112	To be proposed, Mutations outside spike, designated	CLOSED	COMPLETED	XBB.2.3.3.1.2
GJ.1.2.1	sars-cov-2-variants/lineage-proposals	56	446	Rapid review needed, designated, S:450	CLOSED	COMPLETED	XBB.2.3.3.1.2.1
JE.1	sars-cov-2-variants/lineage-proposals	77	597	S:478, designated, S:450, combo	CLOSED	COMPLETED	XBB.2.3.3.1.2.1.1
JE.1.1	sars-cov-2-variants/lineage-proposals	141	827	S:478, designated, S:521, S:450, S:52	CLOSED	COMPLETED	XBB.2.3.3.1.2.1.1.1
JE.1.1.1	sars-cov-2-variants/lineage-proposals	374	1116	S:478, Emerged in an undersampled area, Reversions, designated, S:554, S:521, S:450, S:52, s:1122, 2nuc mutation	CLOSED	COMPLETED	XBB.2.3.3.1.2.1.1.1.1
KH.1	sars-cov-2-variants/lineage-proposals	374	1116	S:478, Emerged in an undersampled area, Reversions, designated, S:554, S:521, S:450, S:52, s:1122, 2nuc mutation	CLOSED	COMPLETED	XBB.2.3.3.1.2.1.1.1.1.1
GJ.1.2.5	sars-cov-2-variants/lineage-proposals	116	628	New mutations, designated	CLOSED	COMPLETED	XBB.2.3.3.1.2.5
GJ.1.2.6	sars-cov-2-variants/lineage-proposals	142	726	S:478, Multiple lineages, designated, S:521, partially designated	CLOSED	NOT_PLANNED	XBB.2.3.3.1.2.6
GJ.1.2.7	sars-cov-2-variants/lineage-proposals	142	726	S:478, Multiple lineages, designated, S:521, partially designated	CLOSED	NOT_PLANNED	XBB.2.3.3.1.2.7
GJ.5	sars-cov-2-variants/lineage-proposals	140	429	S:478, designated	CLOSED	COMPLETED	XBB.2.3.3.5
GJ.5.1	sars-cov-2-variants/lineage-proposals	140	429	S:478, designated	CLOSED	COMPLETED	XBB.2.3.3.5.1
GJ.6	sars-cov-2-variants/lineage-proposals	174	675	S:456, Emerged in an undersampled area, Apparently slow, Interesting diversity in the tree, designated	CLOSED	COMPLETED	XBB.2.3.3.6
GJ.7	sars-cov-2-variants/lineage-proposals	175	439	New mutations, Apparently slow, designated	CLOSED	COMPLETED	XBB.2.3.3.7
XBB.2.3.4	cov-lineages/pango-designation	723	1822	XBB	CLOSED	COMPLETED	XBB.2.3.4
XBB.2.3.5	cov-lineages/pango-designation	721	1846	designated, XBB	CLOSED	COMPLETED	XBB.2.3.5
GM.3.1	sars-cov-2-variants/lineage-proposals	85	450	S:453, designated	CLOSED	COMPLETED	XBB.2.3.6.3.1
HG.2	sars-cov-2-variants/lineage-proposals	78	652	New mutations, S:478, designated, S:521, combo	CLOSED	COMPLETED	XBB.2.3.8.2
XBB.2.4	cov-lineages/pango-designation	641	1603	designated, recommended, XBB	CLOSED	COMPLETED	XBB.2.4
XBB.2.6.1	sars-cov-2-variants/lineage-proposals	291	1	To be proposed, designated	CLOSED	COMPLETED	XBB.2.6.1
GH.1	sars-cov-2-variants/lineage-proposals	291	1	To be proposed, designated	CLOSED	COMPLETED	XBB.2.6.1.1
XBB.2.9	cov-lineages/pango-designation	755	1877	designated, recommended, XBB	CLOSED	COMPLETED	XBB.2.9
XBB.4	cov-lineages/pango-designation	518	1175	monitor, designated, recombinant sublineage	CLOSED	COMPLETED	XBB.4
XBB.6.1	cov-lineages/pango-designation	635	1459	XBB	CLOSED	COMPLETED	XBB.6.1
XBC	cov-lineages/pango-designation	470	1100	designated, recombinant	CLOSED	COMPLETED	XBC
XBC.1	cov-lineages/pango-designation	485	1130	designated, recombinant sublineage	CLOSED	COMPLETED	XBC.1
XBC.1.3.1	sars-cov-2-variants/lineage-proposals	265	542	Truncated Orf(3-10), High local prevalence, designated	CLOSED	NOT_PLANNED	XBC.1.3.1
KD.1	sars-cov-2-variants/lineage-proposals	264	673	To be proposed, Truncated Orf(3-10), designated, S:346	CLOSED	COMPLETED	XBC.1.3.1.1
XBC.1.5	cov-lineages/pango-designation	669	1671	designated	CLOSED	COMPLETED	XBC.1.5
XBC.1.6	cov-lineages/pango-designation	682	1755	designated, recommended, recombinant sublineage	CLOSED	COMPLETED	XBC.1.6
HW.1	sars-cov-2-variants/lineage-proposals	58	71	To be proposed, Stepwise evolution	CLOSED	COMPLETED	XBC.1.6.3.1
HW.1.1	sars-cov-2-variants/lineage-proposals	54	452	New mutations, Rapid review needed, designated	CLOSED	COMPLETED	XBC.1.6.3.1.1
XBC.1.6.5	sars-cov-2-variants/lineage-proposals	165	479	Truncated Orf(3-10), Apparently slow, designated	CLOSED	COMPLETED	XBC.1.6.5
JT.1	sars-cov-2-variants/lineage-proposals	164	203	Convergent evolution, Apparently slow, designated, S:445	CLOSED	COMPLETED	XBC.1.6.6.1
XBC.1.7	sars-cov-2-variants/lineage-proposals	321	110	Convergent evolution, S:478, S:444, designated	CLOSED	COMPLETED	XBC.1.7
XBC.2.1	cov-lineages/pango-designation	694	1538	designated, recombinant sublineage	CLOSED	COMPLETED	XBC.2.1
XBD	cov-lineages/pango-designation	504	1137	recommended, recombinant	CLOSED	COMPLETED	XBD
XBE	cov-lineages/pango-designation	522	1246	designated, recombinant	CLOSED	COMPLETED	XBE
XBF	cov-lineages/pango-designation	532	1259	designated, recombinant	CLOSED	COMPLETED	XBF
XBF.1.1	cov-lineages/pango-designation	731	1651	monitor, designated, recombinant sublineage	CLOSED	COMPLETED	XBF.1.1
XBF.8.1	cov-lineages/pango-designation	731	1651	monitor, designated, recombinant sublineage	CLOSED	COMPLETED	XBF.8.1
XBG	cov-lineages/pango-designation	554	896	designated, recombinant	CLOSED	COMPLETED	XBG
XBH	cov-lineages/pango-designation	556	1229	designated, recombinant	CLOSED	COMPLETED	XBH
XBJ	cov-lineages/pango-designation	565	1268	designated, recommended, recombinant	CLOSED	COMPLETED	XBJ
XBJ.1.1	cov-lineages/pango-designation	696	1591	designated, help wanted, recombinant sublineage, Saltation	CLOSED	COMPLETED	XBJ.1.1
XBK	cov-lineages/pango-designation	576	1418	designated, recommended, recombinant, BA.2.75	CLOSED	COMPLETED	XBK
XBK.1	cov-lineages/pango-designation	662	1551	designated, recombinant sublineage	CLOSED	COMPLETED	XBK.1
XBL	cov-lineages/pango-designation	602	1532	designated, recommended, recombinant	CLOSED	COMPLETED	XBL
XBL.3.1	sars-cov-2-variants/lineage-proposals	297	44	New mutations, designated	CLOSED	COMPLETED	XBL.3.1
XBM	cov-lineages/pango-designation	610	1441	designated, recommended, recombinant	CLOSED	COMPLETED	XBM
XBN	cov-lineages/pango-designation	616	1296	designated, recombinant	CLOSED	COMPLETED	XBN
XBP	cov-lineages/pango-designation	631	1393	designated, recombinant	CLOSED	COMPLETED	XBP
XBQ	cov-lineages/pango-designation	653	1440	designated, recombinant	CLOSED	COMPLETED	XBQ
XBR	cov-lineages/pango-designation	655	1637	designated, recombinant	CLOSED	COMPLETED	XBR
XBS	cov-lineages/pango-designation	656	1567	designated, recombinant	CLOSED	COMPLETED	XBS
XBT	cov-lineages/pango-designation	657	1576	designated, recommended, recombinant	CLOSED	COMPLETED	XBT
XBU	cov-lineages/pango-designation	684	1425	monitor, designated, recombinant	CLOSED	COMPLETED	XBU
XBV	cov-lineages/pango-designation	687	1460	monitor, designated, recombinant	CLOSED	COMPLETED	XBV
XBW	cov-lineages/pango-designation	689	1505	designated, recommended, recombinant	CLOSED	COMPLETED	XBW
XBY	cov-lineages/pango-designation	690	1653	monitor, designated, recombinant	CLOSED	COMPLETED	XBY
XBY	cov-lineages/pango-designation	690	1669	monitor, designated, recombinant	CLOSED	COMPLETED	XBY
XBZ	cov-lineages/pango-designation	708	1666	designated, recombinant	CLOSED	COMPLETED	XBZ
XC	cov-lineages/pango-designation	169	263	designated	CLOSED	COMPLETED	XC
XCA	cov-lineages/pango-designation	713	1752	designated, recombinant	CLOSED	COMPLETED	XCA
XCB	cov-lineages/pango-designation	724	1668	designated, recombinant	CLOSED	COMPLETED	XCB
XCC	cov-lineages/pango-designation	739	1876	designated, recombinant	CLOSED	COMPLETED	XCC
XCD	cov-lineages/pango-designation	770	2042	designated, recombinant	CLOSED	COMPLETED	XCD
XCD	sars-cov-2-variants/lineage-proposals	330	148	recombinant, designated, XCD	CLOSED	COMPLETED	XCD
XCE	sars-cov-2-variants/lineage-proposals	1	123	recombinant, designated, XCE	CLOSED	COMPLETED	XCE
XCF	sars-cov-2-variants/lineage-proposals	2	2	Convergent evolution, S:456, designated, XCF	CLOSED	COMPLETED	XCF
XCF.1	sars-cov-2-variants/lineage-proposals	339	274	Multiple lineages, designated	CLOSED	COMPLETED	XCF.1
XCH	cov-lineages/pango-designation	805	2173	designated	CLOSED	COMPLETED	XCH
XCJ	sars-cov-2-variants/lineage-proposals	84	609	recombinant, designated, XCJ	CLOSED	COMPLETED	XCJ
XCK	cov-lineages/pango-designation	812	2215	designated, recombinant	CLOSED	COMPLETED	XCK
XCL	cov-lineages/pango-designation	813	2227	designated, recombinant	CLOSED	COMPLETED	XCL
XCL	sars-cov-2-variants/lineage-proposals	354	700	recombinant, designated, FLip, XCL	CLOSED	COMPLETED	XCL
XCM	sars-cov-2-variants/lineage-proposals	109	674	recombinant, S:452, S:444, designated, No S:486P, FLip, S:858, XCM	CLOSED	COMPLETED	XCM
XCN	sars-cov-2-variants/lineage-proposals	127	842	recombinant, S:456, S:356, designated, S:82, S:187, s:631, XCN	CLOSED	COMPLETED	XCN
XCP	sars-cov-2-variants/lineage-proposals	357	772	recombinant, designated, FLip, S:475, XCP	CLOSED	COMPLETED	XCP
XCQ	cov-lineages/pango-designation	822	2289		CLOSED	COMPLETED	XCQ
XCR	cov-lineages/pango-designation	823	2323		CLOSED	COMPLETED	XCR
XCR	sars-cov-2-variants/lineage-proposals	358	885	recombinant, designated, S:704, FLip, S:573, XCR	CLOSED	COMPLETED	XCR
XCS	cov-lineages/pango-designation	825	2311		CLOSED	COMPLETED	XCS
XCS	sars-cov-2-variants/lineage-proposals	356	824	recombinant, designated, S:704, FLip, ORF9b, XCS	CLOSED	COMPLETED	XCS
XCT	sars-cov-2-variants/lineage-proposals	184	811	recombinant, designated, FLip, XCT	CLOSED	COMPLETED	XCT
XCT.1	sars-cov-2-variants/lineage-proposals	222	989	designated, S:704, FLip, XCT	CLOSED	COMPLETED	XCT.1
XCU	sars-cov-2-variants/lineage-proposals	186	935	recombinant, designated, Deltacron, s:180-185, XCU	CLOSED	COMPLETED	XCU
XCV	sars-cov-2-variants/lineage-proposals	195	600	recombinant, S:456, designated, XCV	CLOSED	COMPLETED	XCV
XCW	sars-cov-2-variants/lineage-proposals	352	535	recombinant, Truncated Orf(3-10), designated, HCW	CLOSED	COMPLETED	XCW
XCY	sars-cov-2-variants/lineage-proposals	201	887	recombinant, designated, S:52, FLip, S:475, XCY	CLOSED	COMPLETED	XCY
XCZ	sars-cov-2-variants/lineage-proposals	202	839	recombinant, designated, FLip, ORF9b, XCZ	CLOSED	COMPLETED	XCZ
XD	cov-lineages/pango-designation	219	444	designated	CLOSED	COMPLETED	XD
XDA	sars-cov-2-variants/lineage-proposals	215	862	recombinant, S:456, S:478, designated, S:554, ORF9b, 701, s:182, XDA	CLOSED	COMPLETED	XDA
XDA.1	sars-cov-2-variants/lineage-proposals	303	1031	S:456, S:478, designated, s:182, S:176	CLOSED	COMPLETED	XDA.1
XDB	sars-cov-2-variants/lineage-proposals	216	969	recombinant, S:456, designated, TRS??, XDB	CLOSED	COMPLETED	XDB
XDC	sars-cov-2-variants/lineage-proposals	217	902	recombinant, FLip, ORF9b, XDC	CLOSED	COMPLETED	XDC
XDD	sars-cov-2-variants/lineage-proposals	226	1024	recombinant, designated, BA.2.86, JN.1, XDD	CLOSED	COMPLETED	XDD
XDD.1	sars-cov-2-variants/lineage-proposals	385	1203	designated, XDD, 704L, JN.1 Spike, s:584	CLOSED	COMPLETED	XDD.1
XDD.1.1	sars-cov-2-variants/lineage-proposals	385	1203	designated, XDD, 704L, JN.1 Spike, s:584	CLOSED	COMPLETED	XDD.1.1
XDD.1.1.1	sars-cov-2-variants/lineage-proposals	440	1450	designated, S:346, XDD	CLOSED	COMPLETED	XDD.1.1.1
XDD.2	sars-cov-2-variants/lineage-proposals	386	1176	designated, S:307, XDD	CLOSED	COMPLETED	XDD.2
XDE	sars-cov-2-variants/lineage-proposals	241	855	recombinant, S:478, designated, FLip	CLOSED	COMPLETED	XDE
XDF	sars-cov-2-variants/lineage-proposals	244	1088	recombinant, S:456, designated, S:52, XDF	CLOSED	COMPLETED	XDF
XDG	sars-cov-2-variants/lineage-proposals	246	770	recombinant, S:456, Multiple lineages, designated, S:679, XDG	CLOSED	COMPLETED	XDG
XDH	sars-cov-2-variants/lineage-proposals	284	128	recombinant, Emerged in an undersampled area, High local prevalence, XDH	CLOSED	COMPLETED	XDH
XDJ	sars-cov-2-variants/lineage-proposals	285	997	recombinant, designated, S:52, FLip, s:157, XDJ	CLOSED	COMPLETED	XDJ
XDK	sars-cov-2-variants/lineage-proposals	371	1126	recombinant, designated, BA.2.86, S:572, JN.1, XDK	CLOSED	COMPLETED	XDK
XDK.1	sars-cov-2-variants/lineage-proposals	423	1407	designated, S:475, XDK, JN.1 Spike, Convergent Trio 346/456/572	CLOSED	COMPLETED	XDK.1
XDK.1.1	sars-cov-2-variants/lineage-proposals	463	1490	designated, S:346, s:182, XDK	CLOSED	NOT_PLANNED	XDK.1.1
XDK.1.2	sars-cov-2-variants/lineage-proposals	423	1407	designated, S:475, XDK, JN.1 Spike, Convergent Trio 346/456/572	CLOSED	COMPLETED	XDK.1.2
XDK.2	sars-cov-2-variants/lineage-proposals	464	1385	designated, S:679, XDK	CLOSED	COMPLETED	XDK.2
XDK.3	sars-cov-2-variants/lineage-proposals	462	1511	S:456, designated, combo, S:572, S:1228, XDK	CLOSED	COMPLETED	XDK.3
XDK.4.1	sars-cov-2-variants/lineage-proposals	478	1467	To be proposed, S:456, combo, S:572, XDK	CLOSED	COMPLETED	XDK.4.1
XDK.6	sars-cov-2-variants/lineage-proposals	479	1572	S:456, Small clusters ??, S:572, XDK	CLOSED	COMPLETED	XDK.6
XDL	cov-lineages/pango-designation	827	2351		CLOSED	COMPLETED	XDL
XDL	sars-cov-2-variants/lineage-proposals	379	914	recombinant, designated, FLip	CLOSED	COMPLETED	XDL
XDM	sars-cov-2-variants/lineage-proposals	393	1163	recombinant, Rapid review needed, S:478, designated, FLip, s:182, 554k, recombinant squared, S:180, XDM	CLOSED	COMPLETED	XDM
XDN	cov-lineages/pango-designation	835	2448		CLOSED	COMPLETED	XDN
XDN	sars-cov-2-variants/lineage-proposals	401	1158	recombinant, designated, JN.1, JN.1 Spike, XDN	CLOSED	COMPLETED	XDN
XDP	cov-lineages/pango-designation	836	2451		CLOSED	COMPLETED	XDP
XDP	sars-cov-2-variants/lineage-proposals	402	1177	recombinant, designated, ORF9b, JN.1, JN.1 Spike, XDP	CLOSED	COMPLETED	XDP
XDP.1	sars-cov-2-variants/lineage-proposals	449	1358	designated, S:455, JN.1 Spike, S:1092	CLOSED	COMPLETED	XDP.1
XDP.2	sars-cov-2-variants/lineage-proposals	502	1432	designated, XDP, S:309	CLOSED	NOT_PLANNED	XDP.2
XDQ	sars-cov-2-variants/lineage-proposals	411	1291	recombinant, Emerged in an undersampled area, designated, BA.2.86, orf8, XDQ	CLOSED	COMPLETED	XDQ
XDQ.1	sars-cov-2-variants/lineage-proposals	422	1370	To be proposed, designated, S:475, BA.2.86, XDQ	CLOSED	COMPLETED	XDQ.1
XDQ.1.1	sars-cov-2-variants/lineage-proposals	465	1523	designated, S:475, S:60, XDQ	CLOSED	COMPLETED	XDQ.1.1
XDQ.2	sars-cov-2-variants/lineage-proposals	459	1408	designated, S:222, S:487, XDQ	CLOSED	COMPLETED	XDQ.2
XDQ.3	sars-cov-2-variants/lineage-proposals	460	1508	designated, S:681, XDQ	CLOSED	COMPLETED	XDQ.3
XDR	sars-cov-2-variants/lineage-proposals	412	1250	recombinant, designated, JN.1, JN.1 Spike, XDR	CLOSED	COMPLETED	XDR
XDR.1	sars-cov-2-variants/lineage-proposals	461	1542	designated, S:346, XDR, S:59	CLOSED	COMPLETED	XDR.1
XDR.1.1	sars-cov-2-variants/lineage-proposals	586	1795	S:456, XDR, S:59, FLiRT, S:237	CLOSED	COMPLETED	XDR.1.1
XDS	sars-cov-2-variants/lineage-proposals	414	1267	recombinant, S:456, designated, BA.2.86	CLOSED	COMPLETED	XDS
XDT	cov-lineages/pango-designation	840	2485		CLOSED	COMPLETED	XDT
XDT	sars-cov-2-variants/lineage-proposals	416	1183	recombinant, designated, BA.2.86, S:174, XDT	CLOSED	COMPLETED	XDT
XDU	sars-cov-2-variants/lineage-proposals	448	1084	recombinant, designated, BA.2.86, XDU	CLOSED	COMPLETED	XDU
XDV.1.1	sars-cov-2-variants/lineage-proposals	562	1820	designated, partially designated, S:60, XDV	OPEN	REOPENED	XDV.1.1
XDV.1.2	sars-cov-2-variants/lineage-proposals	563	1617	designated, FLiRT, XDV	CLOSED	COMPLETED	XDV.1.2
XDV.1.2.1	sars-cov-2-variants/lineage-proposals	563	1617	designated, FLiRT, XDV	CLOSED	COMPLETED	XDV.1.2.1
XDV.1.3	sars-cov-2-variants/lineage-proposals	564	1597	S:456, designated, S:572, XDV	CLOSED	COMPLETED	XDV.1.3
XDV.1.7.1	sars-cov-2-variants/lineage-proposals	592	1966	S:456, designated, N Glycan, S:22, XDV, S:62	CLOSED	COMPLETED	XDV.1.7.1
XDV.1.9.1	sars-cov-2-variants/lineage-proposals	593	1956	Rapid review needed, Deletions/Truncations/Frameshifted, S:32, S:435, S:31, S:30, XDV	CLOSED	COMPLETED	XDV.1.9.1
XDW	sars-cov-2-variants/lineage-proposals	458	1471	recombinant, designated, S:346, recombinant squared, S:701, XDW	CLOSED	COMPLETED	XDW
XDY	sars-cov-2-variants/lineage-proposals	498	1559	recombinant, S:190, S:1104, KP.2, DeFLiRT, KP.3, LB.1	CLOSED	COMPLETED	XDY
XDZ	sars-cov-2-variants/lineage-proposals	504	1356	recombinant, Small clusters ??, designated, JN.1 Spike, XDZ	CLOSED	NOT_PLANNED	XDZ
XE	cov-lineages/pango-designation	220	454	designated	CLOSED	COMPLETED	XE
XEB	sars-cov-2-variants/lineage-proposals	501	1290	recombinant, recombinant squared, JN.1 Spike	CLOSED	COMPLETED	XEB
XEC	cov-lineages/pango-designation	847	2717		CLOSED	COMPLETED	XEC
XEC	sars-cov-2-variants/lineage-proposals	540	1827	recombinant, S:456, designated, S:493, S:22, S:1104, S:59, KP.3, KS.1.1, XEC	CLOSED	COMPLETED	XEC
XEC.1	sars-cov-2-variants/lineage-proposals	555	1869	s:182, XEC	CLOSED	COMPLETED	XEC.1
XED	sars-cov-2-variants/lineage-proposals	553	1642	recombinant, To be proposed, designated, S:1263, DeFLiRT	CLOSED	COMPLETED	XED
XEE	sars-cov-2-variants/lineage-proposals	578	1737	recombinant, To be proposed, S:1104, S:146, DeFLiRT	CLOSED	COMPLETED	XEE
XEF	sars-cov-2-variants/lineage-proposals	575	1855	recombinant, Rapid review needed, designated, S:183, S:335, DeFLiRT, DeFLuQE, XEF	CLOSED	COMPLETED	XEF
XEG	sars-cov-2-variants/lineage-proposals	585	1428	recombinant, S:456, BA.2.86, 2nuc mutation, 3 BP, s:1143	CLOSED	NOT_PLANNED	XEG
XF	cov-lineages/pango-designation	221	445	designated	CLOSED	COMPLETED	XF
XG	cov-lineages/pango-designation	223	447	designated	CLOSED	COMPLETED	XG
XH	cov-lineages/pango-designation	224	448	designated	CLOSED	COMPLETED	XH
XJ	cov-lineages/pango-designation	225	449	designated	CLOSED	COMPLETED	XJ
XK	cov-lineages/pango-designation	226	460	designated	CLOSED	COMPLETED	XK
XL	cov-lineages/pango-designation	227	464	designated	CLOSED	COMPLETED	XL
XM	cov-lineages/pango-designation	233	472	designated	CLOSED	COMPLETED	XM
XN	cov-lineages/pango-designation	237	480	designated	CLOSED	COMPLETED	XN
XP	cov-lineages/pango-designation	240	481	designated	CLOSED	COMPLETED	XP
XQ	cov-lineages/pango-designation	241	468	designated	CLOSED	COMPLETED	XQ
XR	cov-lineages/pango-designation	242	469	designated	CLOSED	COMPLETED	XR
XS	cov-lineages/pango-designation	243	471	designated	CLOSED	COMPLETED	XS
XT	cov-lineages/pango-designation	260	478	designated, recombinant	CLOSED	COMPLETED	XT
XU	cov-lineages/pango-designation	267	522	designated, recombinant	CLOSED	COMPLETED	XU
XV	cov-lineages/pango-designation	288	463	designated, recombinant	CLOSED	COMPLETED	XV
XW	cov-lineages/pango-designation	289	591	designated, recombinant	CLOSED	COMPLETED	XW
